comment,rate_class
和永不解密比較類似的一本書，就敘事手法和情節張力上來說要稍差一點，在故事上也一些漏洞，不過就故事性來說已經很不錯了，這種書挺難得的。但是我感覺這本書後期後崩，因為從雙方一見面合作開始作者就將面臨一個難題，那就是整體情節的設定與自身的思維和見識局限性衝突，越到後面將越難寫。,positive
"繼<a href=""/name/異界征服手冊"" target='_blank'>《異界征服手冊》</a>之後又一本腦洞大開，看了讓人高呼痛快的雙向援共文，情節特別爽快。可惜主角人設不太討喜，我並不喜歡這種類似<a href=""/name/唐磚"" target='_blank'>《唐磚》</a>流的逢名人便跪型主角，但援共文主角貌似都這樣，明明是尊重敬仰硬是寫成了膝蓋軟，自己把自己放在二等公民上也是沒sei了，這類文的主角人設也就<a href=""/name/華影之王"" target='_blank'>《華影之王》</a>蠻對口味的。 <br>不過除卻人設這點小小不爽，剩下沒有不好的地方，甚至出乎我意料的好，糧草。",positive
糧草減，福爾摩斯的開局寫的很棒，英倫的時代風貌，夏洛克福爾摩斯先生的小試身手，萬千直播垃圾文避之不及的國家問題用一個較為妥帖的方式解決，這一切都讓人萬分期待本書的後續，可惜之後不能說寫的不好，但看著卻少了那份閃光，我的評價也就降低了，綜合來說，沒有男生不適的毒點，再加上晉江的優良文筆，值得試試,positive
"糧草，不同于一心勾搭男神或者討好觀眾求打賞的直播文，這是一個不care觀眾專注于破案的女主角，看直播的觀眾和直播世界都不是一個世界線，觀眾和國家機器關注主角直播幫助主角解決問題，有點類似<a href=""/name/綁架全人類"" target='_blank'>《綁架全人類》</a>。作者在案件構思和國家機器的反應推演上應該下了功夫，雖然平行世界這點感覺圓不過來，推演也不夠大氣，但是也算用心了，喜歡推理的書友可以看看，第一個副本福爾摩斯世界尤其帶感！",positive
【實妹系列】剛看開頭的時候，我對作者很不滿：怎麼能夠借鑒這麼多俺妹的內容呢？看完第一卷，我對作者很滿意：相親相愛沒羞沒臊的兄妹終於走出了俺妹的套路！而等到看完第二卷，我對作者很佩服：能用一篇網路輕小說騙取哥的小淚花的寫手，親是第一個！,positive
"非常有趣。一本作品只要有上好的內容就能引人入勝，無論情節與文筆，就像常書欣之<a href=""/name/餘罪"" target='_blank'>《餘罪》</a>，就像劉慈欣之<a href=""/name/三體"" target='_blank'>《三體》</a>，就像這本<a href=""/name/全職大反派"" target='_blank'>《全職大反派》</a>。作者道化師的唯一一本書，而真正的內容只有一個：反派的惡趣味。貫穿始終的惡趣味向讀者展示了人類欲望的另一種表達：除開正面的成就感、優越感和肉欲之外，個體對扭曲與破壞的狂熱。書中無限流的故事一共有十個，推薦哈利波特篇、奧特曼篇、異形篇、仙劍篇和七劍下天山篇。當然，每一個故事都很有味道。",positive
【實妹系列】VIA骨科專家【hsq90】的診斷，十分感謝！！！：起點第一妹控文，可惜的是當年妹控不是主流於是淹沒在了諸多小說裡面，男主是個十世善人轉生，擁有十項超能力，屬於掛B角色，這本書的情節就是曬妹+打臉+裝逼+賺錢，情節雖然比較老套但是毫無雷點，喜歡無敵流和妹控流的可以去看看，另外妹妹本來設定是親妹的，但是後來被編輯警告了就改成義妹了，這是唯一的遺憾啊！,positive
臥槽，最新章節“北京東城區找學生|妹全套|服務”什麼鬼,positive
教主的書，最好看的德魯伊小說，仙草,positive
西方魔幻的經典大作。這部作品打破了我們一貫的創作思路，設定一定要創新，一定要打破那些固有的設定。看著這部完全按照龍與地下城規則寫的作品，我們知道了原來已有的很多好的設定只要我們好好挖掘，依然可以寫出十分優秀的作品。這本書無疑是那麼多年以來國內對於西方魔幻題材的一次正本清源。這股清流讓我多年以後依然難以忘懷。依然是打怪升級的爽文，不同之處有生活的氣息，有領地的養成，娓娓道來像一杯清茶。 <br>缺點：嚴格的DND規則，有些地方還是稍微限制了作品的創作，其實DND規則也不是一成不變地。看習慣爽文的朋友可能覺得情節進展稍顯緩慢。次要角色刻畫不夠。 <br>個人評分：8.3 <br>修仙有古典派，魔幻也有！,positive
"當時我還樂呵樂呵的看下去了，本書沒有出彩的地方，但是毒點也沒有。 <br>主角走的“自然復仇者”道路，最後封古神……金大腿是世界樹。 <br>以上，沒事看看還是不錯的，但是別指望人物刻畫了……商業化作品鬼來的人物刻畫？這書的人物刻畫和<a href=""/name/深淵主宰"" target='_blank'>《深淵主宰》</a>半斤八兩……",positive
電磁波主角，就問你怕不怕！ <br>超高級生命，在落後的奇幻世界之旅。 <br>30萬字後小崩，如果在30萬字的時候果斷TJ，我就給仙草，現在只能給糧草,positive
"【實女系列】要推薦的不是這個連結指向的作品，而是一篇老文<a href=""/name/異唐新月"" target='_blank'>《異唐新月》</a>，作者是“橋流水”。架空背景，高武設定，女主父親堪稱當時流行的邪魅霸道男主之典型代表，與女主雙修的幾段船戲都極為出色，可謂愛液涓涓，汙力滔滔。",positive
我插我的畫師妹妹……,positive
和諧後配上這最新章節名字“嗚呼哀哉！”感覺莫名喜感,positive
【義女系列】書名揭示了一切。我只說一句：本書已河蟹。PS：同名的還有一本作者【何不幹】所寫的作品，其內容同理可證。,positive
一部不錯的修真文。在設定上做了蠻充分的準備，整個世界觀架構都很好，一部不錯的升級流修真文。可以一讀。缺點也同樣可以羅列一籮筐，比如和方想其他作品（師士、卡徒）一個路子似曾相識，主角都是一個性格範本，結尾太短暫匆忙，好似高潮剛剛開始就被掐斷了一樣（好吧我習慣了），而且有些坑沒有填，總之就是虎頭蛇尾。沒有女主，主角間歇性爆種，身邊人都是天才===這樣的小毒點也是蠻多的。只能說是一部具備方想特色的修真作品吧。,positive
煙大有點牛B，三本上千評價的佳作，這本沒看完，以後有時間再看吧。,positive
古代種田流修真文，無女主，師兄師弟什麼的最有愛了,positive
方想的書，修真流。這本書的創意不如當年卡徒，師士傳說剛出世時候來的驚豔，但也有其創意。這書後期內容記不太清了（剛好書荒，再啃一遍重新評），但記得沒有太大的毒點。這書不像凡人流修真，更像一本披著修真皮玩科幻爭霸的玄幻。（修真界居然有類似互聯網的東西）主角的金手指有點小大，流水線般生產法寶。總體幹糧草，不算太白的爽文。書荒可以啃,positive
唉，孫子啊，記得叫你孫子在這書完本後給我燒過來啊！什麼，你孫子打時空電話過來說他都快死了這書還沒完？！。。。,positive
主角有性格嗎？不，他沒有,positive
修真文，看了有一段時間了，是個不容易讓人記住具體內容的小說，因為裡面很多人物都是虎頭蛇尾，甚至說是挖了個坑就沒有尾了。 <br>讓我印象最深的是主角的那個女師傅，無厘頭，暴力，無賴，強橫，護短，這樣一個經典人物竟是不明不白的沒後文了。 <br>“多麼希望  <br>背著行囊  <br>一個人去流浪  <br>在無人的地方  <br>哼歌  <br>曬著太陽”,positive
自推的，臉不紅。仙俠的一個發展。關注點全在各個宗門集團間的爭霸，和世俗的結合極好。過去路子裡仙俠是脫離凡人的，一群修真者自己圈裡玩。這本開始，講修真者與世俗王國的博弈關係，在世俗的修真者與那些在世外的修真者的分歧，學星球大戰了。講修真如何不是一種移民仙界的自利，而是一種回饋和引導紅塵的正面力量，這又反過去的世俗螻蟻觀,positive
前期很驚豔，可以看出江南的優秀文筆與想像力，推倒老師的情節也能看得人熱血沸騰（這段略過）。可惜後期力量體系比較混亂，人物風格也不能始終保持，前期看書的激情有點被消磨掉了,positive
"@大羅天,天哪，為了類DND看的，硬生生把我逼進了宮。作者詞藻華麗，文筆精緻，但想必自小的作文成績是不怎麼的，連我這種學渣，以前語文課上經常瞌睡的傢夥都知道描寫需要詳略得當，敘述具備五大要素，圍繞主要線索，層次分明。先不說講的是個故事吧，哪怕是說明文，你也得圍繞著選題中心啊。硬生生把小說寫成雜記，還是行散神也散。好比我就吃個雞蛋，你給我從單細胞進化扯到微觀原子構成再到宏觀天體運行，最後還TM讓我改吃蘋果。最後作者表示很滿意，那您給自己打個100分吧，我只能說您自嗨過頭了，文字間我只聞到一股知乎似的高高在上的精英文青清談味，撲鼻而來。",positive
（在通知裡看到了老司機“風螢月”很開心啊！）這本書寫的是工科大神回到宋末元初的琉球島上圍繞一個中心兩個基本點大力發展生產力，不斷增加綜合實力最後機槍大炮屠戮人間的故事，優點是可以體會到種田發展科技樹以及用機槍對弓箭的快感，劇情沒什麼大的漏洞，可以帶給讀者一個連續的優質平穩的精神高潮。缺點我也提一下，不然有人會說根本沒有是這樣的小說，都是你加了特技···一是有幾個配角明顯是高大全，時間長了有點不真實，二是一個很小的點，男主第一次見一個郡主女主時被迷得神魂顛倒，不過後來好了。最後，這本書對國仇家恨的煽情挺好的，還普及了一點基本知識，起碼讓我知道了釣魚城!,positive
【實妹系列】報復社會系列：章魚的節操嘛，我一向是充分信任他的。。。餘額不足的：這本書使我更深刻的認識了這一點——可愛到飛的妹妹第二卷才出現，說好的婠婠明空母女花更是拖到了第四卷大唐副本的末尾！,positive
主角精于算計、善於佈局、心性果斷，見美女不腿軟，有底線，女主未知，人物塑造還行，最起碼能有各自不同特性，不至於太過臉譜化。,positive
這書設定上類似滅運圖錄， <br>世界不像凡人流那樣說黑社會世界 <br>金丹之後全靠心性道心 <br>整體評分糧草＋(忽略最後二十多章) <br>給要看的人一下忠告: <br>前六七十章，主角一直在世俗界混，也沒有修道，所有對這不感興趣是請跳過， <br>最後二十多章是作者太監好久之後續的， 是屎，一定不要看，因為這書是買斷文，作者又因為各種事情，斷更很久，所以被腰斬， 所以最後一瀉千里， <br>最後在吐槽一下最後二十多章:主角變成聖鬥士，後變成佛門佛祖， 我去，主角一生都在道門混，最後莫名其妙的變成佛祖了，還跟道門懟了一場，這樣的結局還不如太監呢,positive
